type,n,density,processes,threads,total_time,generation_time,comm_total,comm_dist,comm_aggr,computation_total,computation_sort,computation_mult,sum_check,nodes
CSR_apr_Hybrid,16384,0.15,8,32,94.248,2.840,35.945,0.772,35.173,55.463,0.721,54.742,2993442628723.000,4
COO_apr_Hybrid,16384,0.15,64,4,105.182,5.235,65.746,2.253,63.492,34.202,7.578,26.623,2993442628723.000,64
COO_apr_Hybrid,16384,0.15,64,4,62.239,3.845,39.892,1.487,38.404,18.502,2.862,15.640,2993442628723.000,64
COO_apr_Hybrid,16384,0.15,64,4,122.500,8.194,58.775,4.193,54.582,55.531,8.923,46.608,2993442628723.000,64
COO_apr_Hybrid,16384,0.15,64,4,87.958,4.819,61.072,2.355,58.717,22.066,6.545,15.522,2993442628723.000,64
COO_apr_Hybrid,16384,0.15,64,4,104.011,4.379,54.263,2.424,51.839,45.369,10.296,35.074,2993442628723.000,64
COO_apr_Hybrid,16384,0.15,64,4,115.140,4.645,61.666,2.289,59.377,48.829,9.882,38.947,2993442628723.000,64
COO_apr_Hybrid,16384,0.15,64,4,88.339,3.900,67.232,1.695,65.538,17.207,2.876,14.331,2993442628723.000,64
COO_apr_Hybrid,16384,0.15,64,4,81.085,2.950,55.392,1.474,53.918,22.744,4.916,17.828,2993442628723.000,64
COO_apr_Hybrid,16384,0.15,64,4,94.072,3.468,66.669,1.494,65.175,23.935,5.463,18.472,2993442628723.000,64
COO_apr_Hybrid,16384,0.15,64,4,94.374,3.353,68.980,1.486,67.493,22.041,5.389,16.653,2993442628723.000,64
COO_spr_Hybrid,16384,0.15,64,4,93.038,4.346,44.655,3.077,41.578,44.037,7.513,36.524,2993442628723.000,64
COO_spr_Hybrid,16384,0.15,64,4,114.279,7.332,54.065,3.708,50.357,52.881,9.292,43.590,2993442628723.000,64
COO_spr_Hybrid,16384,0.15,64,4,94.615,4.454,43.248,2.293,40.955,46.913,9.622,37.291,2993442628723.000,64
COO_spr_Hybrid,16384,0.15,64,4,91.448,4.461,45.107,2.867,42.240,41.880,9.291,32.589,2993442628723.000,64
COO_spr_Hybrid,16384,0.15,64,4,124.676,4.801,60.794,2.857,57.937,59.080,7.724,51.356,2993442628723.000,64
COO_spr_Hybrid,16384,0.15,64,4,87.037,4.194,68.875,1.722,67.154,13.968,1.837,12.131,2993442628723.000,64
COO_spr_Hybrid,16384,0.15,64,4,76.348,3.670,51.575,2.344,49.232,21.102,4.311,16.792,2993442628723.000,64
COO_spr_Hybrid,16384,0.15,64,4,96.801,3.431,71.747,2.368,69.379,21.623,4.283,17.340,2993442628723.000,64
COO_spr_Hybrid,16384,0.15,64,4,96.177,3.600,70.952,2.178,68.774,21.625,4.266,17.360,2993442628723.000,64
COO_spr_Hybrid,16384,0.15,64,4,93.143,4.086,73.834,1.543,72.290,15.223,2.939,12.285,2993442628723.000,64
CSR_apr_Hybrid,16384,0.15,64,4,74.595,3.468,54.569,1.041,53.528,16.559,1.898,14.661,2993442628723.000,64
CSR_apr_Hybrid,16384,0.15,64,4,92.253,3.928,42.164,1.424,40.740,46.160,8.115,38.045,2993442628723.000,64
CSR_apr_Hybrid,16384,0.15,64,4,109.696,6.436,55.374,1.435,53.940,47.885,8.909,38.976,2993442628723.000,64
CSR_apr_Hybrid,16384,0.15,64,4,99.644,3.926,49.537,1.475,48.062,46.182,8.625,37.556,2993442628723.000,64
CSR_apr_Hybrid,16384,0.15,64,4,105.685,4.266,49.547,2.120,47.427,51.872,9.331,42.540,2993442628723.000,64
CSR_apr_Hybrid,16384,0.15,64,4,90.424,3.474,73.246,0.984,72.262,13.704,1.889,11.814,2993442628723.000,64
CSR_apr_Hybrid,16384,0.15,64,4,75.712,3.000,49.912,0.969,48.944,22.800,4.248,18.552,2993442628723.000,64
CSR_apr_Hybrid,16384,0.15,64,4,87.378,3.004,58.349,1.125,57.224,26.026,4.196,21.829,2993442628723.000,64
CSR_apr_Hybrid,16384,0.15,64,4,103.190,2.985,77.208,0.973,76.236,22.997,4.165,18.833,2993442628723.000,64
CSR_apr_Hybrid,16384,0.15,64,4,91.607,3.311,75.623,1.003,74.620,12.673,1.549,11.124,2993442628723.000,64
COO_apr_Hybrid,16384,0.15,16,16,56.962,3.457,27.337,4.600,22.736,26.168,1.877,24.291,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,16,16,52.506,3.483,25.980,4.640,21.340,23.042,1.869,21.173,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,16,16,95.567,2.968,74.821,5.255,69.566,17.778,1.443,16.336,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,16,16,55.853,3.055,29.763,5.179,24.584,23.034,1.473,21.561,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,16,16,62.384,3.449,34.719,4.496,30.223,24.216,1.902,22.314,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,16,16,63.664,3.446,36.014,4.630,31.384,24.203,1.856,22.347,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,16,16,60.872,3.441,31.359,4.526,26.833,26.071,1.862,24.209,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,16,16,81.529,2.989,54.192,4.421,49.771,24.347,1.360,22.987,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,16,16,70.260,3.394,32.091,4.680,27.410,34.775,1.703,33.073,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,16,16,66.124,2.958,29.621,4.584,25.036,33.545,1.228,32.317,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,32,8,94.377,3.996,68.335,4.206,64.129,22.046,3.158,18.888,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,32,8,103.522,3.451,64.851,2.548,62.302,35.220,1.107,34.114,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,32,8,92.843,3.371,59.749,6.711,53.038,29.723,2.710,27.013,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,32,8,95.030,3.979,64.475,4.125,60.350,26.576,2.829,23.747,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,32,8,99.101,3.229,69.627,24.314,45.314,26.245,3.518,22.727,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,32,8,82.960,2.682,63.991,3.099,60.892,16.288,2.196,14.091,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,32,8,104.042,4.376,53.638,3.601,50.037,46.028,6.070,39.957,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,32,8,89.212,3.434,64.976,19.196,45.780,20.802,3.288,17.514,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,32,8,53.981,3.537,34.305,2.575,31.730,16.139,1.844,14.295,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,32,8,135.401,4.443,84.593,7.447,77.147,46.364,5.181,41.183,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,64,4,92.553,3.724,70.584,1.568,69.016,18.246,4.365,13.881,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,64,4,97.540,3.710,72.862,1.451,71.411,20.968,5.274,15.694,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,64,4,109.172,3.551,76.842,2.723,74.119,28.779,2.035,26.744,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,64,4,97.898,4.936,50.197,2.464,47.733,42.765,8.271,34.494,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,64,4,132.450,3.636,104.672,1.550,103.122,24.142,4.269,19.873,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,64,4,132.294,3.472,110.491,2.040,108.451,18.331,4.204,14.127,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,64,4,123.452,3.493,96.588,1.768,94.820,23.371,5.331,18.040,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,64,4,110.120,18.536,42.341,6.209,36.132,49.243,12.100,37.143,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,64,4,118.680,3.475,95.302,1.912,93.390,19.903,5.282,14.621,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,64,4,126.681,3.448,107.215,1.797,105.418,16.017,3.515,12.502,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,8,32,69.852,3.447,42.689,4.205,38.485,23.716,1.133,22.583,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,8,32,62.482,3.466,32.548,4.384,28.164,26.468,1.114,25.354,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,8,32,84.071,6.988,50.150,7.623,42.527,26.933,2.246,24.687,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,8,32,54.595,3.448,25.716,4.176,21.541,25.431,1.141,24.289,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,8,32,68.489,3.434,42.452,3.839,38.612,22.604,0.882,21.721,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,8,32,65.696,3.496,40.604,3.815,36.790,21.596,0.905,20.691,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,8,32,73.593,3.454,46.073,4.279,41.794,24.067,1.103,22.964,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,8,32,61.763,4.072,22.075,5.306,16.769,35.615,2.184,33.431,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,8,32,50.924,4.003,17.149,4.838,12.311,29.772,1.599,28.173,2993442628723.000,8
COO_apr_Hybrid,16384,0.15,8,32,105.604,3.576,82.378,4.877,77.500,19.650,1.199,18.451,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,16,16,98.084,3.774,67.289,5.007,62.281,27.021,1.418,25.603,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,16,16,86.956,3.845,55.859,4.969,50.890,27.252,1.506,25.746,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,16,16,90.424,3.137,51.760,7.387,44.374,35.527,1.506,34.021,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,16,16,58.022,3.031,27.212,5.249,21.963,27.779,1.138,26.641,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,16,16,54.331,2.978,23.429,4.630,18.799,27.924,0.783,27.141,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,16,16,57.653,3.010,27.830,4.582,23.248,26.813,0.858,25.955,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,16,16,72.581,3.906,41.946,4.978,36.968,26.729,1.778,24.951,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,16,16,87.577,3.088,56.765,4.628,52.137,27.725,1.253,26.472,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,16,16,76.686,3.570,45.998,4.766,41.231,27.118,1.349,25.769,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,16,16,96.926,2.995,58.834,3.488,55.346,35.098,0.855,34.243,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,32,8,97.696,3.367,36.894,4.712,32.182,57.435,2.508,54.928,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,32,8,115.498,3.408,45.686,4.458,41.228,66.405,1.981,64.424,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,32,8,96.924,4.188,62.421,5.698,56.722,30.316,2.122,28.194,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,32,8,84.293,3.300,50.512,4.721,45.791,30.482,1.928,28.554,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,32,8,116.195,3.539,84.179,3.587,80.592,28.477,1.744,26.733,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,32,8,132.536,3.786,79.085,7.599,71.486,49.665,2.885,46.780,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,32,8,94.635,3.186,53.018,3.509,49.509,38.430,0.803,37.627,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,32,8,122.128,3.266,86.762,3.932,82.830,32.100,2.202,29.898,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,32,8,113.939,2.734,91.827,3.932,87.895,19.377,1.711,17.666,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,32,8,121.052,3.390,93.494,4.298,89.195,24.168,2.526,21.643,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,64,4,100.878,3.311,38.125,4.055,34.071,59.441,4.553,54.888,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,64,4,119.674,3.399,51.122,4.515,46.607,65.153,4.062,61.091,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,64,4,100.971,3.640,74.675,2.161,72.514,22.655,1.509,21.146,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,64,4,74.482,2.834,55.261,1.375,53.887,16.386,2.971,13.415,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,64,4,135.874,3.646,107.456,2.288,105.168,24.773,3.579,21.194,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,64,4,153.928,3.991,88.739,4.387,84.352,61.198,3.910,57.287,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,64,4,131.673,3.497,57.652,2.784,54.867,70.524,2.976,67.548,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,64,4,99.600,6.873,52.378,4.199,48.179,40.349,4.046,36.303,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,64,4,112.647,4.166,43.811,6.300,37.511,64.671,5.462,59.209,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,64,4,89.858,3.531,42.224,2.481,39.742,44.103,3.146,40.957,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,8,32,67.477,3.526,42.338,3.893,38.445,21.614,0.757,20.857,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,8,32,45.385,2.662,27.492,4.009,23.483,15.232,0.542,14.690,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,8,32,72.929,3.532,47.730,3.906,43.823,21.668,0.757,20.911,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,8,32,46.518,3.142,23.880,4.240,19.640,19.496,0.821,18.675,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,8,32,57.600,2.921,26.384,4.033,22.352,28.294,0.547,27.748,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,8,32,51.674,2.921,17.092,4.065,13.027,31.661,0.551,31.110,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,8,32,65.903,3.535,40.502,3.885,36.617,21.867,0.751,21.115,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,8,32,44.829,2.598,26.290,3.789,22.501,15.940,0.546,15.394,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,8,32,73.532,3.531,52.123,4.177,47.946,17.878,0.785,17.093,2993442628723.000,8
COO_spr_Hybrid,16384,0.15,8,32,45.577,2.577,25.592,4.120,21.472,17.407,0.544,16.863,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,16,16,91.293,2.842,65.950,0.925,65.025,22.502,1.125,21.377,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,16,16,102.877,2.928,48.526,0.946,47.581,51.422,1.235,50.187,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,16,16,84.256,3.095,48.190,1.312,46.879,32.971,0.530,32.440,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,16,16,77.136,2.734,49.206,0.896,48.310,25.195,1.241,23.955,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,16,16,82.285,2.966,33.490,0.791,32.699,45.829,1.003,44.826,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,16,16,77.145,2.456,56.346,0.779,55.566,18.343,0.953,17.391,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,16,16,67.454,2.893,24.740,0.905,23.835,39.821,1.019,38.802,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,16,16,111.700,2.685,93.604,0.850,92.755,15.412,0.982,14.429,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,16,16,106.241,2.672,75.279,0.878,74.401,28.291,1.011,27.280,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,16,16,75.845,3.648,44.417,1.252,43.166,27.779,2.378,25.401,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,32,8,96.518,3.213,34.990,1.404,33.586,58.315,2.471,55.845,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,32,8,113.924,3.104,43.178,1.142,42.036,67.642,1.932,65.710,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,32,8,94.962,3.776,65.403,1.072,64.331,25.782,2.834,22.948,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,32,8,129.796,3.188,93.794,1.110,92.684,32.814,2.283,30.531,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,32,8,134.096,3.250,104.711,1.387,103.325,26.135,1.645,24.490,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,32,8,142.439,3.265,87.417,2.644,84.773,51.757,2.860,48.897,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,32,8,127.466,3.302,50.436,1.019,49.418,73.727,2.440,71.288,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,32,8,77.003,3.260,42.663,1.386,41.277,31.079,1.801,29.279,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,32,8,107.345,3.730,35.729,2.553,33.175,67.887,4.410,63.477,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,32,8,84.724,3.164,40.135,1.096,39.039,41.424,2.475,38.949,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,64,4,93.286,3.103,68.434,0.836,67.598,21.749,2.554,19.195,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,64,4,113.782,3.372,76.995,1.110,75.885,33.416,3.455,29.961,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,64,4,109.862,3.318,80.044,2.299,77.745,26.500,2.560,23.940,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,64,4,63.960,2.760,36.607,0.914,35.694,24.592,2.134,22.458,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,64,4,68.417,2.629,40.263,0.961,39.302,25.524,2.875,22.649,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,64,4,142.633,3.930,50.165,0.913,49.252,88.537,1.619,86.918,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,64,4,126.712,3.320,46.984,2.984,44.000,76.408,4.171,72.237,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,64,4,81.810,3.239,57.898,1.251,56.647,20.672,1.516,19.157,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,64,4,111.033,3.334,39.134,1.114,38.020,68.565,2.358,66.207,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,64,4,104.368,3.326,84.379,0.987,83.392,16.663,2.883,13.781,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,8,32,75.910,3.033,49.271,1.266,48.005,23.607,0.682,22.925,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,8,32,76.902,3.040,50.402,1.173,49.229,23.460,0.699,22.761,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,8,32,61.656,2.735,37.705,1.085,36.620,21.216,0.769,20.447,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,8,32,44.575,3.517,15.208,1.101,14.106,25.850,1.162,24.688,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,8,32,68.573,2.889,12.937,0.938,12.000,52.747,0.660,52.087,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,8,32,45.443,2.870,15.594,0.818,14.777,26.978,0.677,26.302,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,8,32,76.516,2.994,49.967,1.000,48.967,23.555,0.727,22.828,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,8,32,73.207,2.768,47.954,1.121,46.833,22.485,0.902,21.582,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,8,32,87.885,2.953,63.513,0.992,62.521,21.419,0.708,20.711,2993442628723.000,8
CSR_apr_Hybrid,16384,0.15,8,32,78.892,2.745,47.499,0.976,46.522,28.649,0.788,27.861,2993442628723.000,8
